gr17.tsp Reps: 50 Nodes:  17
87705
64345
65757
66442
63154
63816
63721
64781
64811
66207
65905
64752
68535
67072
66982
67074
64023
65003
66362
63296
64008
63277
63957
64579
64098
65012
63551
62369
64728
67398
68122
62603
61068
64371
62206
65360
66495
66309
66541
64675
66576
63553
63387
66057
64613
63677
64219
66741
63747
64366
gr21.tsp Reps: 50 Nodes:  21
73024
78427
74913
74423
75795
75288
74694
78848
75347
74345
74111
76123
76268
74040
75998
76784
79024
78241
76552
77836
76252
75513
74923
74017
75163
78570
77264
74114
73651
76030
73559
74713
75775
80156
74339
75790
76207
74480
76773
73557
74872
74077
75258
75012
74107
73377
73015
73097
76531
74832
bayg29.tsp Reps: 50 Nodes:  29
95694
97418
98947
97968
97882
101857
97532
107176
96990
97724
101960
104068
100328
97245
101142
102157
97448
104343
96991
95049
96246
105895
109526
94495
101421
97218
104997
98384
95237
97671
100614
97286
102263
96726
100093
97716
102257
100488
99726
97467
99707
102453
96879
97685
100434
97811
101255
104187
101528
109425
dantzig42.tsp Reps: 50 Nodes:  42
160454
165819
155174
165749
163531
162221
150747
172810
156287
153753
153523
169415
155391
151532
162648
164405
152383
158579
173419
156239
160929
162033
162224
168836
173818
199556
168951
158290
161178
150240
162465
152959
150547
177122
155081
148436
167811
168307
166237
160894
174738
165210
157211
159694
160044
191082
155249
159598
165120
147176
berlin52.tsp Reps: 50 Nodes:  52
221307
227161
224678
208069
225312
207627
214196
216802
234247
260815
244240
303484
245337
247972
249964
242216
277191
271546
258669
252643
262314
268901
245724
261611
246191
255893
254486
241878
263315
250322
262934
263211
257586
251749
263079
238623
259236
242273
238205
243217
235363
274278
225382
240332
236336
231717
253765
256357
246776
244316
brazil58.tsp Reps: 40 Nodes:  58
354982
366956
306401
306868
310436
314638
321422
297524
308437
351880
332203
331133
366560
298523
343594
325906
296585
313108
303963
342096
303139
346118
309342
308050
324518
369488
427352
348381
347833
311400
328480
299899
332026
309985
324786
304610
314819
300647
295556
291906
st70.tsp Reps: 40 Nodes:  70
393748
417987
400671
573264
400887
452592
378825
516482
379618
450797
608614
417694
477996
439084
519360
540244
467149
594397
525625
519161
496471
560257
452863
428665
470437
407932
425029
466192
466073
411155
453990
471536
420722
438026
438515
424077
420352
547538
417232
414262
eil76.tsp Reps: 40 Nodes:  76
454910
507753
527857
430582
472085
484476
499353
501332
479084
446516
524539
507093
538023
450365
498897
632942
575341
544321
595505
528888
568785
564399
624346
571541
737529
615682
768105
652349
888599
803463
728330
639951
541168
505033
523269
539621
538147
540635
531412
509755
gr96.tsp Reps: 30 Nodes:  96
784034
891365
854879
943133
833476
798504
830884
759449
781927
878319
801839
809143
860788
793209
798015
718839
814067
847959
867277
772916
872536
817590
818949
937949
785193
862570
829735
835540
887633
838057
kroA100.tsp Reps: 30 Nodes:  100
898711
932178
893123
847492
875923
887818
991134
908051
964047
870039
886918
910639
911100
964552
882003
956091
837433
912194
995974
960788
848422
811411
929315
858411
837288
827618
1030302
945380
858426
856606
pr107.tsp Reps: 20 Nodes:  107
1148939
979523
1023110
987161
1172075
1032626
1089055
1153427
998741
1082157
999614
1029141
1310011
982428
1023940
1086328
1147909
969932
1010964
945804
gr120.tsp Reps: 20 Nodes:  120
1206285
1547434
1294111
1188621
1257571
1547207
1226173
1354277
1768124
1404055
1410888
1338227
1285870
1274945
1298204
1251344
1418173
1374723
1552835
1372511
bier127.tsp Reps: 20 Nodes:  127
1568122
1382015
1444289
1568336
1343567
1714075
2012264
1791636
1502239
1714827
1684109
1450043
1495600
1553445
1472967
1404711
1571150
1330830
1419563
1437949
pr136.tsp Reps: 20 Nodes:  136
1778363
1700799
2232698
1729613
1662426
1757923
1740605
2668015
1813134
1709023
1694994
1601654
1791927
1644880
1690178
1881732
1555949
1673896
1745600
2022357
pr144.tsp Reps: 10 Nodes:  144
2455901
2114298
2126840
2264040
2055149
2174531
2627321
2253166
2324394
1938474
kroB150.tsp Reps: 10 Nodes:  150
2136021
2251370
2191527
2481449
2418794
2082483
2382365
2292030
2437236
2188635
pr152.tsp Reps: 10 Nodes:  152
2259803
3311152
2242964
2321385
2205086
2136195
2435865
2184618
2260224
2390596
brg180.tsp Reps: 10 Nodes:  180
4353107
5297555
6547230
4971000
6541264
4699055
5907141
7069821
5072824
4873461
rat195.tsp Reps: 10 Nodes:  195
4707102
4200478
4288609
4244552
4474849
4013645
5152192
4004218
3950945
4383869
kroB200.tsp Reps: 10 Nodes:  200
4658161
4403588
4242408
5674172
4667165
4376465
4149754
4839678
4737793
5627935
gr202.tsp Reps: 10 Nodes:  202
5332480
5197278
4164904
4538268
4321811
4962261
4221071
4282319
4284467
4108509
gr229.tsp Reps: 10 Nodes:  229
5977844
6254899
6568664
6624109
6885061
6240471
6128500
5548969
5475152
7285630
gil262.tsp Reps: 10 Nodes:  262
11129553
10935754
9043737
9760572
9282927
9396743
9654694
10021591
8432001
8217594
a280.tsp Reps: 10 Nodes:  280
10065129
14679867
12721643
9900996
11548337
10108506
9735476
13238959
9243728
11055987
pr299.tsp Reps: 10 Nodes:  299
10668346
10771505
10431682
11578973
13280022
10561025
11347768
10279085
12496527
10693114
linhp318.tsp Reps: 10 Nodes:  318
12134687
13427953
13157780
13404301
13417067
13199495
11933767
12032641
14138127
11576247
rd400.tsp Reps: 10 Nodes:  400
21733115
26304583
25955276
21950865
25919622
22980859
22136465
21419148
22513691
22318995
fl417.tsp Reps: 10 Nodes:  417
26828106
33008128
43073816
37808058
48372326
30566537
37711390
37942674
36503393
38554240
gr431.tsp Reps: 5 Nodes:  431
45821846
30704901
34271380
34449056
37088534
pr439.tsp Reps: 5 Nodes:  439
30823557
30437712
42244244
36373991
41045952
pcb442.tsp Reps: 5 Nodes:  442
42062315
41349975
35837610
50825669
37677971
chlodzenie90.csv
