gr17.tsp Reps: 50 Nodes:  17
126322
117256
117615
115973
115876
114881
117182
118609
119524
116948
117600
118532
117212
117649
115166
119016
121466
125396
126441
120295
120692
118258
115333
118072
117000
121703
122272
117826
116775
114988
119109
124183
119198
121836
119813
124848
119706
117615
117218
117596
115805
115139
115991
116533
117091
116831
115772
118493
115781
115774
gr21.tsp Reps: 50 Nodes:  21
156810
162526
156273
156446
153660
155373
157850
157923
155554
154321
155669
153774
155452
155424
153988
158071
156368
154720
155295
159273
158794
161738
154805
155297
157128
157740
157230
160041
158319
158831
159068
161872
162711
158163
157272
154463
157438
154288
155060
164194
156112
155169
157062
157930
157572
159570
159465
158786
155601
159666
bayg29.tsp Reps: 50 Nodes:  29
264268
271246
274091
267083
260704
257396
263328
260513
269848
264953
266373
265561
271182
259862
257281
258605
273410
265785
263732
264883
261403
257575
270483
269752
265792
264554
268779
269017
269167
265207
261560
270127
264222
259538
266917
263716
266549
265892
265565
264643
260783
265668
267856
269600
284838
265801
274670
265927
276144
264271
dantzig42.tsp Reps: 50 Nodes:  42
588790
511945
512898
514047
505747
500297
516274
516383
513391
513621
503311
504787
507602
524734
515728
508594
515158
518081
505917
534060
517448
500269
517103
535228
548554
525597
519842
512425
508170
522895
517567
584659
673556
590073
687219
594105
609804
572744
571283
630902
627094
572376
548968
566542
562496
557089
575967
571895
552911
521982
berlin52.tsp Reps: 50 Nodes:  52
821641
802434
862680
859073
866895
872751
865168
824071
815691
820575
811433
805096
824819
805473
806432
863356
834167
801159
777617
789668
795953
790971
788752
837788
800700
801189
777250
779380
778299
786129
790494
786035
783953
814708
791634
778511
835706
831687
846196
851026
911052
816535
795291
801873
835581
824567
790745
788665
795584
853850
brazil58.tsp Reps: 40 Nodes:  58
1070622
1058110
1070349
1146585
1065258
1110256
1046122
997496
1066822
1131803
1043858
1044969
1023896
1137794
1174588
1074802
1093072
1334423
1144790
1116466
1006131
1053742
1137521
1056947
1054105
1001130
1030247
1001823
1076861
1043362
1165679
1120344
1058493
1135392
1063652
1086354
1067745
1111018
1063317
1038674
st70.tsp Reps: 40 Nodes:  70
1497453
1516253
1467477
1520463
1502329
1468331
1483784
1526135
1789709
1794112
1853639
1788221
1803764
1772719
1648582
1587849
1581123
1601971
1587920
1605250
1630970
1488160
1536187
1700682
1573007
1752253
1692812
1773304
1681652
1706826
1637494
1823334
1640012
1796567
1859785
1607658
1552395
1673355
1474589
1438523
eil76.tsp Reps: 40 Nodes:  76
1771548
1792323
1887038
1872604
1776401
1792020
1723358
1790884
1802160
1931127
1826412
1874830
1812641
2029011
2275212
1962167
2164580
2497098
2022694
1937786
1975252
1963966
1853405
1967633
1976741
2015395
1953704
2155441
2157323
1993266
1874316
2078065
2145435
1961230
1828945
1885982
1817332
1849598
1987851
2028751
gr96.tsp Reps: 30 Nodes:  96
3207553
3196511
3434315
3142346
3166615
3401787
3219732
3225040
3361547
3718819
3637497
3839955
3205726
3373767
3159147
3014875
3011202
3038580
3151386
3482485
3576058
3095994
2924295
3380328
3274200
3416974
3267662
2908756
3018210
3196751
kroA100.tsp Reps: 30 Nodes:  100
3718283
3527724
3385954
3459325
3564438
3622120
3512961
3366416
3840987
3574356
3404415
3479540
3591298
3520398
3472115
4028552
3530525
3507851
3439869
3841668
3475715
3948003
4342243
3427446
3575941
3845684
3752108
4010740
3897108
3971498
pr107.tsp Reps: 20 Nodes:  107
4491480
4310318
3992484
4333313
4462867
4912245
4442593
4480488
4288608
3972267
4137508
4491555
4339491
4562781
4454742
3834803
3897560
3916371
4233256
4517362
gr120.tsp Reps: 20 Nodes:  120
5929454
5218395
5516755
5293431
5432590
5475896
5555857
5620418
5455900
5181650
5683797
5517423
5488677
6081203
5786148
4949793
5551388
6273340
6045969
6216284
bier127.tsp Reps: 20 Nodes:  127
6917844
6888271
6953107
7140388
6052152
5723684
5668992
6343360
5966654
5946047
6040915
5973076
6587541
5734255
6288832
5785586
5466339
6212098
7345283
6181349
pr136.tsp Reps: 20 Nodes:  136
7055183
6697782
7758411
8459238
6791300
7184972
7254571
6752558
7124708
7913368
7143690
6793193
7333533
7150342
7018002
7159608
7072057
7360351
7130407
6979099
pr144.tsp Reps: 10 Nodes:  144
7872335
7687141
9119659
8065948
7663797
7840959
7959060
8072780
8125350
7911114
kroB150.tsp Reps: 10 Nodes:  150
8616572
8086430
8597078
8727868
8250570
8058056
8332904
8150833
8107054
8210417
pr152.tsp Reps: 10 Nodes:  152
8297387
8596072
8344310
8137710
8293212
8269298
8206139
8158403
8332439
8177002
brg180.tsp Reps: 10 Nodes:  180
14127697
13761494
17627685
14235803
17395404
14616510
18095948
14550799
14162283
14506718
rat195.tsp Reps: 10 Nodes:  195
14667536
16420740
14734540
14543010
14623566
14376132
14894364
14504282
14609503
14607067
kroB200.tsp Reps: 10 Nodes:  200
16167364
15712960
15839198
15679143
15946585
16795267
16569036
17046861
17352916
17229738
gr202.tsp Reps: 10 Nodes:  202
18398015
18681499
19101873
17550414
17401693
18480005
17257358
17260776
16699812
17526451
gr229.tsp Reps: 10 Nodes:  229
25497825
24587404
25804284
24280673
23569735
24072189
24486492
24774689
22287979
22272344
gil262.tsp Reps: 10 Nodes:  262
41520475
42942814
33724369
31471220
31161386
30699652
32542750
34268176
32967193
33070374
a280.tsp Reps: 10 Nodes:  280
45268659
50643332
43274026
38899472
56479349
40386272
45356613
54289897
38389159
61847819
pr299.tsp Reps: 10 Nodes:  299
45590079
47872318
47219192
46748915
47128333
47090446
48119629
46071124
55123473
53605218
linhp318.tsp Reps: 10 Nodes:  318
65204227
73888828
75523435
63467910
55808125
70076285
67897857
62763519
63161141
68006159
rd400.tsp Reps: 10 Nodes:  400
115606795
112519132
115828452
114100294
119624754
121149393
123245843
117406068
114215983
115263750
fl417.tsp Reps: 10 Nodes:  417
135514294
166159552
145414291
151275950
127320009
165308628
202936467
143115079
151860839
159212405
gr431.tsp Reps: 5 Nodes:  431
152726714
150151941
150131956
150120324
137379138
pr439.tsp Reps: 5 Nodes:  439
145313976
143154384
141798019
143509173
139051867
pcb442.tsp Reps: 5 Nodes:  442
163652667
170964394
186669350
218213086
164277660
boltz_wszystkie_tsp.csv
