pcb442.tsp Reps: 5 Nodes:  442
148644069
157851986
160736379
166847935
161926126
gr431.tsp Reps: 5 Nodes:  431
189080460
183561906
187592829
171341375
178224197
pr439.tsp Reps: 5 Nodes:  439
172848508
135811665
147854359
173086982
215907703
cale_99_L_0.1_tsp_wieksze.csv
