tsp_6_1.txt 20 132 0 1 2 3 4 5 0 
133
103
92
89
86
88
118
85
82
81
82
81
82
81
81
81
81
81
81
82
tsp_6_2.txt 20 80 0 5 1 2 3 4 0 
107
97
86
83
82
82
82
82
82
82
81
82
82
81
82
82
82
154
83
82
tsp_10.txt 20 212 0 5 1 9 6 7 8 2 4 3 0 
2696
2546
2546
2527
2537
2539
2522
2536
2574
2272
1754
1744
1528
1347
1330
1332
1168
1078
1078
1082
tsp_12.txt 20 264 0 10 3 5 7 9 11 2 6 4 8 1 0 
4823
4123
3737
3553
3464
3464
3471
3481
3471
3471
3480
3519
3587
3508
3500
3476
3467
3482
3469
3458
tsp_13.txt 20 269 0 12 1 8 4 6 2 11 9 7 5 3 10 0 
7722
7540
7402
7395
7382
7419
7398
7397
7386
7452
7389
7396
7395
7407
7409
7392
7389
7402
7404
7401
tsp_14.txt 20 282 0 12 1 8 4 6 2 11 13 9 7 5 3 10 0 
46115
18701
17053
16901
16987
16894
16991
16995
16977
16969
16925
17018
16921
17021
16901
16983
16892
17003
17012
16937
tsp_15.txt 20 291 0 12 1 14 8 4 6 2 11 13 9 7 5 3 10 0 
40924
36671
36653
36642
36438
36417
36496
36423
36354
36327
37036
36720
36774
36679
36653
36713
36683
36688
36619
36643
tsp_17.txt 20 39 0 11 16 8 7 4 3 15 14 6 5 12 10 9 1 13 2 0 
174909
169099
170180
170640
169974
171219
169043
169873
168320
168837
168609
168688
168569
168714
168318
168317
169352
168222
168538
169123
poprawnosc.csv
