tsp_6_2.txt 100 80 0 5 1 2 3 4 0 
48803845
49104834
49432192
50313366
50113542
47843359
48392880
45806414
45465420
45192279
45169712
45203707
45178066
46296162
fri26.tsp 10 937 0 24 23 22 25 21 20 16 17 19 18 15 10 12 11 14 13 9 8 7 6 4 5 3 2 1 0 
228576692
229799772
249397499
261096273
228204259
272237336
273883927
272291713
263692102
275768412
Held_Karp_6_26.csv
