tsp_6_2.txt 100 80 0 5 1 2 3 4 0 
115
103
95
89
87
86
122
91
84
83
83
83
83
83
84
83
83
83
83
82
83
84
84
83
83
82
83
83
83
83
83
83
84
83
83
84
82
84
83
83
83
85
84
83
83
83
82
83
85
84
95
84
84
31
31
31
31
31
31
31
30
31
31
31
31
31
31
31
31
31
31
30
30
31
31
31
30
31
30
31
31
31
31
31
30
30
31
31
31
31
31
31
31
31
31
31
31
31
31
31
tsp_10.txt 100 212 0 5 1 9 6 7 8 2 4 3 0 
1613
1554
1528
1829
1905
1947
1906
1914
1903
1910
1903
1902
1908
1901
1910
1904
1584
1426
1424
1386
1140
1140
1145
1141
981
953
955
950
949
879
816
816
814
815
814
780
713
712
711
713
714
712
705
672
671
670
674
671
670
672
671
670
673
671
671
673
673
672
675
672
673
690
698
694
687
672
671
671
672
672
675
671
670
670
669
670
682
685
671
685
670
685
688
681
679
674
670
678
670
671
670
669
670
674
671
670
672
672
670
673
tsp_12.txt 100 264 0 10 3 5 7 9 11 2 6 4 8 1 0 
3583
3517
3507
3516
3512
3515
3517
3514
3515
3514
3511
3513
3519
3516
3512
3513
3512
3512
3517
3519
3521
3514
3521
3515
3511
3510
3516
3500
3508
3503
3503
3509
3507
3507
3505
3501
3514
3512
3506
3518
3508
3508
3508
3506
3504
3513
3514
3511
3516
3510
3510
3503
3509
3507
3510
3513
3509
3507
3513
3511
3507
3508
3508
3508
3509
3508
3513
3510
3505
3507
3507
3506
3511
3508
3506
3511
3502
3504
3508
3505
3514
3509
3510
3507
3506
3518
3513
3514
3514
3509
3515
3510
3507
3503
3508
3517
3509
3506
3506
3509
tsp_13.txt 100 269 0 12 1 8 4 6 2 11 9 7 5 3 10 0 
7830
7631
7514
7983
7574
7549
7539
7513
7512
7517
7513
7516
7516
7521
7523
7514
7514
7526
7525
7511
7524
7508
7523
7514
7514
7506
7519
7504
7507
7507
7510
7506
7508
7512
7518
7511
7508
7511
7511
7508
7518
7515
7516
7517
7513
7505
7514
7506
7513
7513
7518
7512
7513
7511
7513
7512
7511
7509
7515
7511
7509
7507
7515
7509
7514
7513
7510
7512
7516
7511
7523
7519
7514
7513
7514
7514
7532
7512
7509
7510
7513
7515
7519
7508
7516
7516
7509
7508
7512
7509
7513
7514
7514
7514
7513
7514
7526
7511
7516
7512
burma14.tsp 100 3367 0 9 8 10 7 12 6 13 11 5 4 3 2 1 0 
16938
16827
16923
16821
16899
16825
16927
16839
16951
16895
16889
16896
16883
17037
16892
17014
17086
17003
16858
16903
16895
16924
16915
16900
16879
16874
16914
16816
16925
16876
16875
16890
16911
16905
16877
16869
16874
16948
16825
16906
16941
16847
16916
16828
16926
16854
16924
16845
16916
16867
16930
16939
16829
16929
16828
16910
16821
16906
16840
16943
16898
16898
16936
16852
16908
16821
16919
16824
17313
16849
17268
16958
17165
17262
16844
17271
16870
17196
16853
17232
16912
17139
16966
17166
16947
17129
16967
17178
17233
16826
17231
17186
16843
17166
16845
17237
16855
17236
16834
17228
tsp_15.txt 100 291 0 12 1 14 8 4 6 2 11 13 9 7 5 3 10 0 
38784
37487
37055
37031
37037
37023
37039
37037
37019
37377
37029
37021
36993
36980
36984
37128
37013
37595
37036
37007
36989
36970
37051
37008
37002
36992
36968
37014
37101
37000
37048
37011
37026
37203
37348
36998
37038
36986
36977
37013
36988
37013
37131
37010
37031
37001
36993
37039
37008
37046
37485
37035
37095
37007
37050
37011
36999
36996
37000
37023
36994
37007
36987
36992
37004
36992
37468
37024
37017
37517
37081
37051
37041
36978
37037
37013
37036
37018
37019
37006
37007
37027
37515
37050
37035
37005
37008
37039
37026
37053
37022
37008
37025
37096
37044
37060
37624
37218
37514
37027
br17.atsp 100 39 0 11 16 8 7 4 3 15 14 6 5 12 10 9 1 13 2 0 
178547
172926
172642
172793
172436
173047
172261
172708
172409
172633
172753
172599
172536
172391
172346
172229
172416
172310
172341
172315
172211
172349
173079
173051
172539
172604
173258
173028
172608
173256
172576
173151
172646
172484
172333
172302
172280
172315
172269
172587
172305
172323
172304
172288
172301
172340
172330
172278
172417
172326
172271
172433
172302
172259
172355
172257
172251
172336
172318
172366
172367
172397
172540
172948
172316
172318
172397
172327
172546
172404
172284
172274
172209
172282
172405
172402
172413
172381
172362
172366
172895
172277
172350
172263
172330
172644
172642
172341
172241
172304
172268
172361
172291
172255
172284
172243
172331
172462
172316
172323
gr21.tsp 100 2707 0 11 3 10 19 18 16 9 17 12 13 14 20 1 2 8 4 15 5 7 6 0 
4176407
4173832
4172363
4640583
4714866
4634853
4639214
4603935
4623586
4605478
4585605
4613523
4638991
4690931
5226993
4939021
4899965
4873708
4866025
4913937
4802551
5033691
4895402
4983314
4713206
4920345
4907131
5150759
4895070
5122323
4763544
4848568
4852289
5005119
4709723
4681851
4685507
4915055
4851097
4945325
4976021
4953618
4962288
5128317
4782819
4720450
4717098
4748988
4758357
4765768
5058725
5272698
5093258
5021877
5261619
4968078
5002178
4900993
5106960
5209531
5551751
5309148
5200813
4936162
4721117
4688042
5159400
5153054
4990669
5033324
5076485
5139343
5068405
4873582
4950718
5123211
5147444
4879237
5039521
5022494
5060954
4896022
5024775
5086571
5031089
5021603
5102101
4981244
5275277
5108550
5197793
4964331
4949351
4973558
5109669
5093992
4793943
4755617
4761767
4742394
gr24.tsp 20 1272 0 15 10 2 6 5 23 7 20 4 9 16 21 17 18 14 1 19 13 12 8 22 3 11 0 
51134422
48657249
47784415
48491688
48668366
49406681
