m9.atsp Reps: 10 Nodes:  9
93263
62894
62298
61749
61724
61748
61997
61535
61760
61978
br17.atsp Reps: 10 Nodes:  17
117847
116265
114737
117929
118832
118559
118348
117486
116101
119278
ftv33.atsp Reps: 10 Nodes:  34
359863
361646
339935
358930
347072
343165
336932
347213
336689
347404
ftv38.atsp Reps: 10 Nodes:  39
438014
436332
442820
444715
433223
446486
437984
433843
432875
447868
p43.atsp Reps: 10 Nodes:  43
564337
568554
551001
553483
580564
555660
678275
591542
590969
553594
ft53.atsp Reps: 10 Nodes:  53
791119
788879
801022
800279
807218
806206
801988
797212
797440
805644
ftv64.atsp Reps: 10 Nodes:  65
1215887
1221089
1212671
1243552
1210427
1213547
1212956
1190521
1241584
1204863
ftv70.atsp Reps: 10 Nodes:  71
1499714
1428769
1427947
1517854
1593635
1691633
1647726
1626942
1586706
1583438
gr17.tsp Reps: 10 Nodes:  17
122521
125124
119058
121691
122788
126680
125519
129144
128957
127204
gr21.tsp Reps: 10 Nodes:  21
180778
168798
174892
167957
168297
174316
177638
184993
178674
177672
bayg29.tsp Reps: 10 Nodes:  29
296076
290059
308030
306604
287954
291560
280345
273685
262158
261902
dantzig42.tsp Reps: 10 Nodes:  42
550638
513635
521951
521214
536992
551902
552620
600892
589041
591744
berlin52.tsp Reps: 10 Nodes:  52
877075
830818
829903
890959
920573
901306
831090
808196
823042
835096
brazil58.tsp Reps: 10 Nodes:  58
1009897
1031116
1020919
1016711
1015504
1053818
1058417
1064416
1115335
1084141
st70.tsp Reps: 10 Nodes:  70
1591164
1494853
1528570
1596290
1685686
1660777
1531571
1551052
1609409
1506993
eil76.tsp Reps: 10 Nodes:  76
1853511
1849771
1978785
1943383
1926349
1900545
1924616
1910091
1867873
1983201
boltz.csv
