tsp_6_1.txt 20 132 0 1 2 3 4 5 0 
86148
80473
79034
81314
77980
78558
82036
81028
77704
81059
77904
80485
81060
79108
80997
76578
80550
80965
80567
82461
tsp_6_2.txt 20 80 0 5 1 2 3 4 0 
90723
90892
87170
87175
90387
91370
88892
86178
91546
88849
88787
91959
90348
87930
90635
92130
88241
90698
88046
91489
tsp_10.txt 20 212 0 5 1 9 6 7 8 2 4 3 0 
216004
195165
187341
181733
206741
207536
175095
210544
179158
204477
226242
187558
169277
211431
187977
170096
204556
170351
180157
179375
tsp_12.txt 20 264 0 1 8 4 6 2 11 9 7 5 3 10 0 
227897
227864
236646
240749
233148
224009
239443
231135
237267
223728
230531
223140
239316
240217
252600
226524
233061
233360
261944
230556
tsp_13.txt 20 269 0 10 3 5 7 9 11 2 6 4 8 1 12 0 
269592
266171
277712
258384
269112
319116
274245
292105
260745
276020
269338
276135
270695
299879
254946
292422
279424
277603
276267
264244
tsp_14.txt 20 282 0 10 3 5 7 9 13 11 2 6 4 8 1 12 0 
309109
313135
310516
313697
342758
304428
308775
299235
320587
307138
311224
308419
321014
315261
331112
311297
324204
328249
340028
311763
tsp_15.txt 20 291 0 10 3 5 7 9 13 11 2 6 4 8 14 1 12 0 
378711
388968
377020
363854
366564
394468
359966
361381
364543
357757
409210
375953
382421
393016
399886
392243
360317
376260
387605
376040
tsp_17.txt 20 39 0 11 2 13 1 10 12 9 5 15 6 14 4 3 8 7 16 0 
531666
514252
559742
579089
561227
542325
524659
546005
578889
543563
575499
540337
512070
555861
561584
495118
559591
517591
551653
554755
poprawnosc.csv
